Pais,Codigo,Continente,Regiao,NivelDesenvolvimento,Ano,TempMediaAno,DifTempMediaAno,EmissaoCO2TonAno,DifEmissaoCO2TonAno
Australia,AUS,Oceania,Australia e Nova Zelândia,Desenvolvido,1922,21.44974994659424,-0.23033340771992883,2.4343616E7,1190800.0
Australia,AUS,Oceania,Australia e Nova Zelândia,Desenvolvido,1923,21.53683352470398,0.08708357810974121,2.4849248E7,505632.0
Australia,AUS,Oceania,Australia e Nova Zelândia,Desenvolvido,1924,21.212583303451538,-0.3242502212524414,2.7069632E7,2220384.0
Australia,AUS,Oceania,Australia e Nova Zelândia,Desenvolvido,1925,21.097833395004272,-0.11474990844726562,2.8234784E7,1165152.0
Australia,AUS,Oceania,Australia e Nova Zelândia,Desenvolvido,1926,21.702583471934002,0.6047500769297294,2.7853728E7,-381056.0
Australia,AUS,Oceania,Australia e Nova Zelândia,Desenvolvido,1927,21.397833188374836,-0.3047502835591658,2.8894304E7,1040576.0
Australia,AUS,Oceania,Australia e Nova Zelândia,Desenvolvido,1928,22.01908342043559,0.6212502320607527,2.62892E7,-2605104.0
Australia,AUS,Oceania,Australia e Nova Zelândia,Desenvolvido,1929,21.10125009218852,-0.9178333282470703,2.3654784E7,-2634416.0
Australia,AUS,Oceania,Australia e Nova Zelândia,Desenvolvido,1930,21.640833218892414,0.5395831267038957,2.2031632E7,-1623152.0
Australia,AUS,Oceania,Australia e Nova Zelândia,Desenvolvido,1931,21.239083290100098,-0.4017499287923165,1.954744E7,-2484192.0
Australia,AUS,Oceania,Australia e Nova Zelândia,Desenvolvido,1932,21.45966664950053,0.2205833594004325,2.0342528E7,795088.0
Australia,AUS,Oceania,Australia e Nova Zelândia,Desenvolvido,1933,21.386500120162964,-0.07316652933756629,2.158096E7,1238432.0
Australia,AUS,Oceania,Australia e Nova Zelândia,Desenvolvido,1934,21.50708333651225,0.12058321634928504,2.269848E7,1117520.0
Australia,AUS,Oceania,Australia e Nova Zelândia,Desenvolvido,1935,21.397416591644287,-0.1096667448679618,2.5230304E7,2531824.0
Australia,AUS,Oceania,Australia e Nova Zelândia,Desenvolvido,1936,21.716333468755085,0.31891687711079797,2.7051312E7,1821008.0
Australia,AUS,Oceania,Australia e Nova Zelândia,Desenvolvido,1937,21.52733318010966,-0.18900028864542406,2.8857664E7,1806352.0
Australia,AUS,Oceania,Australia e Nova Zelândia,Desenvolvido,1938,22.08875020345052,0.5614170233408586,2.8036928E7,-820736.0
Australia,AUS,Oceania,Australia e Nova Zelândia,Desenvolvido,1939,21.33999999364217,-0.7487502098083496,3.2144272E7,4107344.0
Australia,AUS,Oceania,Australia e Nova Zelândia,Desenvolvido,1940,21.681583245595295,0.341583251953125,2.9040864E7,-3103408.0
Australia,AUS,Oceania,Australia e Nova Zelândia,Desenvolvido,1941,21.362833340962727,-0.31874990463256836,3.4547856E7,5506992.0
Australia,AUS,Oceania,Australia e Nova Zelândia,Desenvolvido,1942,21.926416873931885,0.5635835329691581,3.6504432E7,1956576.0
Australia,AUS,Oceania,Australia e Nova Zelândia,Desenvolvido,1943,21.317166646321613,-0.6092502276102714,3.49912E7,-1513232.0
Australia,AUS,Oceania,Australia e Nova Zelândia,Desenvolvido,1944,21.530166546503704,0.21299990018209058,3.4210768E7,-780432.0
Australia,AUS,Oceania,Australia e Nova Zelândia,Desenvolvido,1945,21.60408361752828,0.07391707102457445,3.2697536E7,-1513232.0
Australia,AUS,Oceania,Australia e Nova Zelândia,Desenvolvido,1946,21.241249799728394,-0.3628338177998849,3.5423552E7,2726016.0
Australia,AUS,Oceania,Australia e Nova Zelândia,Desenvolvido,1947,21.59024993578593,0.349000136057537,3.8017664E7,2594112.0
Australia,AUS,Oceania,Australia e Nova Zelândia,Desenvolvido,1948,21.459500074386597,-0.13074986139933387,3.8424368E7,406704.0
Australia,AUS,Oceania,Australia e Nova Zelândia,Desenvolvido,1949,20.98491660753886,-0.47458346684773645,3.7651264E7,-773104.0
Australia,AUS,Oceania,Australia e Nova Zelândia,Desenvolvido,1950,21.322916746139526,0.33800013860066613,5.4743824E7,1.709256E7
Australia,AUS,Oceania,Australia e Nova Zelândia,Desenvolvido,1951,21.556999921798706,0.2340831756591797,5.9034368E7,4290544.0
Australia,AUS,Oceania,Australia e Nova Zelândia,Desenvolvido,1952,21.486999988555908,-0.06999993324279785,6.0206848E7,1172480.0
Australia,AUS,Oceania,Australia e Nova Zelândia,Desenvolvido,1953,21.474583466847736,-0.012416521708171757,5.9441072E7,-765776.0
Australia,AUS,Oceania,Australia e Nova Zelândia,Desenvolvido,1954,21.558666785558064,0.08408331871032715,6.7846288E7,8405216.0
Australia,AUS,Oceania,Australia e Nova Zelândia,Desenvolvido,1955,21.56308325131734,0.004416465759277344,7.0682224E7,2835936.0
Australia,AUS,Oceania,Australia e Nova Zelândia,Desenvolvido,1956,21.00599996248881,-0.5570832888285295,7.3038176E7,2355952.0
Australia,AUS,Oceania,Australia e Nova Zelândia,Desenvolvido,1957,21.902666727701824,0.8966667652130127,7.452576E7,1487584.0
Australia,AUS,Oceania,Australia e Nova Zelândia,Desenvolvido,1958,21.997250000635784,0.09458327293395996,7.7618176E7,3092416.0
Australia,AUS,Oceania,Australia e Nova Zelândia,Desenvolvido,1959,22.098166863123577,0.10091686248779297,8.370816E7,6089984.0
Australia,AUS,Oceania,Australia e Nova Zelândia,Desenvolvido,1960,21.210499842961628,-0.887667020161949,8.8118896E7,4410736.0
Australia,AUS,Oceania,Australia e Nova Zelândia,Desenvolvido,1961,21.964250087738037,0.7537502447764091,9.0503896E7,2385000.0
Australia,AUS,Oceania,Australia e Nova Zelândia,Desenvolvido,1962,21.802916447321575,-0.16133364041646203,9.4823456E7,4319560.0
Australia,AUS,Oceania,Australia e Nova Zelândia,Desenvolvido,1963,21.697832981745403,-0.10508346557617188,1.00934264E8,6110808.0
Australia,AUS,Oceania,Australia e Nova Zelândia,Desenvolvido,1964,21.650750160217285,-0.047082821528118046,1.08875768E8,7941504.0
Australia,AUS,Oceania,Australia e Nova Zelândia,Desenvolvido,1965,22.09208345413208,0.4413332939147949,1.20852672E8,1.1976904E7
Australia,AUS,Oceania,Australia e Nova Zelândia,Desenvolvido,1966,21.360999981562298,-0.7310834725697823,1.20219304E8,-633368.0
Australia,AUS,Oceania,Australia e Nova Zelândia,Desenvolvido,1967,21.62541659673055,0.2644166151682512,1.29144208E8,8924904.0
Australia,AUS,Oceania,Australia e Nova Zelândia,Desenvolvido,1968,21.462166786193848,-0.1632498105367013,1.34496896E8,5352688.0
Australia,AUS,Oceania,Australia e Nova Zelândia,Desenvolvido,1969,21.847583214441936,0.38541642824808875,1.42123808E8,7626912.0
Australia,AUS,Oceania,Australia e Nova Zelândia,Desenvolvido,1970,21.775750160217285,-0.07183305422465125,1.47479776E8,5355968.0
Australia,AUS,Oceania,Australia e Nova Zelândia,Desenvolvido,1971,21.654333194096882,-0.1214169661204032,1.52629536E8,5149760.0
Australia,AUS,Oceania,Australia e Nova Zelândia,Desenvolvido,1972,22.012083450953167,0.3577502568562849,1.57335552E8,4706016.0
Australia,AUS,Oceania,Australia e Nova Zelândia,Desenvolvido,1973,22.412749846776325,0.40066639582315844,1.70827392E8,1.349184E7
Australia,AUS,Oceania,Australia e Nova Zelândia,Desenvolvido,1974,21.238083283106487,-1.1746665636698381,1.72189392E8,1362000.0
Australia,AUS,Oceania,Australia e Nova Zelândia,Desenvolvido,1975,21.69266661008199,0.4545833269755022,1.7571392E8,3524528.0
Australia,AUS,Oceania,Australia e Nova Zelândia,Desenvolvido,1976,21.193416595458984,-0.499250014623005,1.74074704E8,-1639216.0
Australia,AUS,Oceania,Australia e Nova Zelândia,Desenvolvido,1977,21.892499923706055,0.6990833282470703,1.87604864E8,1.353016E7
Australia,AUS,Oceania,Australia e Nova Zelândia,Desenvolvido,1978,21.60516659418742,-0.2873333295186349,2.01820176E8,1.4215312E7
Australia,AUS,Oceania,Australia e Nova Zelândia,Desenvolvido,1979,22.25233332316081,0.6471667289733887,2.04869568E8,3049392.0
Australia,AUS,Oceania,Australia e Nova Zelândia,Desenvolvido,1980,22.586166540781658,0.3338332176208496,2.20531008E8,1.566144E7
Australia,AUS,Oceania,Australia e Nova Zelândia,Desenvolvido,1981,22.16408348083496,-0.42208305994669715,2.3013264E8,9601632.0
Australia,AUS,Oceania,Australia e Nova Zelândia,Desenvolvido,1982,21.910500208536785,-0.2535832722981759,2.3388864E8,3756000.0
Australia,AUS,Oceania,Australia e Nova Zelândia,Desenvolvido,1983,22.261083443959553,0.3505832354227678,2.24785008E8,-9103632.0
Australia,AUS,Oceania,Australia e Nova Zelândia,Desenvolvido,1984,21.51691659291585,-0.7441668510437012,2.363612E8,1.1576192E7
Australia,AUS,Oceania,Australia e Nova Zelândia,Desenvolvido,1985,22.043416500091553,0.526499907175701,2.40987968E8,4626768.0
Australia,AUS,Oceania,Australia e Nova Zelândia,Desenvolvido,1986,22.093250115712483,0.049833615620929805,2.39722224E8,-1265744.0
Australia,AUS,Oceania,Australia e Nova Zelândia,Desenvolvido,1987,22.07241662343343,-0.020833492279052734,2.55850224E8,1.6128E7
Australia,AUS,Oceania,Australia e Nova Zelândia,Desenvolvido,1988,22.630083481470745,0.5576668580373152,2.608788E8,5028576.0
Australia,AUS,Oceania,Australia e Nova Zelândia,Desenvolvido,1989,21.862833261489868,-0.7672502199808768,2.774856E8,1.66068E7
Australia,AUS,Oceania,Australia e Nova Zelândia,Desenvolvido,1990,22.35574992497762,0.4929166634877511,2.78424384E8,938784.0
Australia,AUS,Oceania,Australia e Nova Zelândia,Desenvolvido,1991,22.487416982650757,0.13166705767313758,2.79872352E8,1447968.0
Australia,AUS,Oceania,Australia e Nova Zelândia,Desenvolvido,1992,21.932583332061768,-0.5548336505889893,2.84912128E8,5039776.0
Australia,AUS,Oceania,Australia e Nova Zelândia,Desenvolvido,1993,22.160166660944622,0.22758332888285437,2.89234848E8,4322720.0
Australia,AUS,Oceania,Australia e Nova Zelândia,Desenvolvido,1994,22.030250072479248,-0.1299165884653739,2.94014624E8,4779776.0
Australia,AUS,Oceania,Australia e Nova Zelândia,Desenvolvido,1995,21.955166657765705,-0.07508341471354285,3.05409792E8,1.1395168E7
Australia,AUS,Oceania,Australia e Nova Zelândia,Desenvolvido,1996,22.32533311843872,0.3701664606730155,3.12361216E8,6951424.0
Australia,AUS,Oceania,Australia e Nova Zelândia,Desenvolvido,1997,22.086000124613445,-0.2393329938252755,3.20794688E8,8433472.0
Australia,AUS,Oceania,Australia e Nova Zelândia,Desenvolvido,1998,22.664833386739094,0.5788332621256487,3.34684096E8,1.3889408E7
Australia,AUS,Oceania,Australia e Nova Zelândia,Desenvolvido,1999,22.06450017293294,-0.6003332138061523,3.44063328E8,9379232.0
Australia,AUS,Oceania,Australia e Nova Zelândia,Desenvolvido,2000,21.70966664950053,-0.35483352343241137,3.50194592E8,6131264.0
Australia,AUS,Oceania,Australia e Nova Zelândia,Desenvolvido,2001,21.792750199635822,0.08308355013529223,3.57668736E8,7474144.0
Australia,AUS,Oceania,Australia e Nova Zelândia,Desenvolvido,2002,22.460833231608074,0.6680830319722517,3.62209088E8,4540352.0
Australia,AUS,Oceania,Australia e Nova Zelândia,Desenvolvido,2003,22.440333286921184,-0.02049994468688965,3.69725824E8,7516736.0
Australia,AUS,Oceania,Australia e Nova Zelândia,Desenvolvido,2004,22.286916653315227,-0.15341663360595703,3.8320496E8,1.3479136E7
Australia,AUS,Oceania,Australia e Nova Zelândia,Desenvolvido,2005,22.896833260854084,0.6099166075388567,3.865152E8,3310240.0
Australia,AUS,Oceania,Australia e Nova Zelândia,Desenvolvido,2006,22.264416694641113,-0.6324165662129708,3.92681888E8,6166688.0
Australia,AUS,Oceania,Australia e Nova Zelândia,Desenvolvido,2007,22.48675012588501,0.22233343124389648,4.00415744E8,7733856.0
Australia,AUS,Oceania,Australia e Nova Zelândia,Desenvolvido,2008,22.225916544596355,-0.2608335812886544,4.05048544E8,4632800.0
Australia,AUS,Oceania,Australia e Nova Zelândia,Desenvolvido,2009,22.69058322906494,0.46466668446858606,4.0867264E8,3624096.0
Australia,AUS,Oceania,Australia e Nova Zelândia,Desenvolvido,2010,22.078166484832764,-0.6124167442321777,4.06752768E8,-1919872.0
Australia,AUS,Oceania,Australia e Nova Zelândia,Desenvolvido,2011,21.76699995994568,-0.31116652488708496,4.0424656E8,-2506208.0
Australia,AUS,Oceania,Australia e Nova Zelândia,Desenvolvido,2012,22.024500052134197,0.25750009218851844,4.07146048E8,2899488.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1900,6.670249993602435,"",2.7674192E7,""
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1901,5.656500024100144,-1.0137499695022907,2.8363024E7,688832.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1902,5.577000071605046,-0.07949995249509811,2.5655328E7,-2707696.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1903,6.240083299577236,0.6630832279721899,2.5549072E7,-106256.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1904,6.5345833996931715,0.2945001001159353,2.6926736E7,1377664.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1905,5.987500011920929,-0.5470833877722425,2.8106544E7,1179808.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1906,6.026166667540868,0.03866665561993887,3.3536592E7,5430048.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1907,5.959000060955684,-0.06716660658518414,4.211768E7,8581088.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1908,5.542833310862382,-0.41616675009330173,5.8942768E7,1.6825088E7
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1909,5.450666648646195,-0.09216666221618652,4.2168976E7,-1.6773792E7
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1910,6.249916781360905,0.7992501327147092,5.7517472E7,1.5348496E7
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1911,6.7323333869377775,0.4824166055768728,4.8038704E7,-9478768.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1912,5.602916707595189,-1.1294166793425884,4.994032E7,1901616.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1913,6.1343333423137665,0.5314166347185774,5.9627936E7,9687616.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1914,5.85099999109904,-0.28333335121472647,4.8833792E7,-1.0794144E7
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1915,5.960750065743923,0.10975007464488318,3.48996E7,-1.3934192E7
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1916,6.750916658279796,0.790166592535873,8031488.0,-2.6868112E7
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1917,5.668333441019058,-1.082583217260738,3451488.0,-4580000.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1918,6.42458326369524,0.7562498226761818,3337904.0,-113584.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1919,5.498750011126201,-0.9258332525690394,3015472.0,-322432.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1920,6.830833215887348,1.3320832047611475,1.452776E7,1.1512288E7
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1921,6.868916809558868,0.038083593671520255,1.9338592E7,4810832.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1922,5.520499934752782,-1.3484168748060865,1.8587472E7,-751120.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1923,6.455583234628041,0.9350832998752594,1.7777728E7,-809744.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1924,5.586666685839494,-0.8689165487885475,2.0093376E7,2315648.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1925,6.073583240310351,0.4869165544708576,1.8990512E7,-1102864.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1926,6.823250085115433,0.7496668448050814,1.8620448E7,-370064.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1927,6.5007500151793165,-0.32250006993611624,2.0122688E7,1502240.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1928,6.663833369811376,0.16308335463205914,2.1192576E7,1069888.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1929,5.5776666676004725,-1.0861667022109032,2.4175072E7,2982496.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1930,6.809333225091298,1.2316665574908257,1.8865936E7,-5309136.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1931,5.628916601339976,-1.1804166237513218,1.8103824E7,-762112.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1932,6.256083299716313,0.6271666983763371,1.5172624E7,-2931200.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1933,5.328916649023692,-0.9271666506926213,1.4230976E7,-941648.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1934,7.41458327571551,2.0856666266918182,1.3754656E7,-476320.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1935,6.155416758731008,-1.2591665169845028,1.39232E7,168544.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1936,6.50125006834666,0.34583330961565206,1.359344E7,-329760.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1937,6.587833260496457,0.08658319214979748,1.526056E7,1667120.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1938,6.394583364327748,-0.1932498961687088,5789120.0,-9471440.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1939,6.231833338737488,-0.16275002559026053,6338720.0,549600.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1940,4.723499986032645,-1.5083333527048426,7346320.0,1007600.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1941,5.27283335228761,0.5493333662549649,7976528.0,630208.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1942,5.671250070134799,0.3984167178471889,8548112.0,571584.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1943,6.905500087887049,1.2342500177522497,9614336.0,1066224.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1944,5.965166608492534,-0.9403334793945151,9390832.0,-223504.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1945,6.727999954794844,0.76283334630231,4561680.0,-4829152.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1946,6.827416799962521,0.0994168451676769,1.2761712E7,8200032.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1947,6.770166585842769,-0.05725021411975195,1.7631168E7,4869456.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1948,6.874833291396499,0.10466670555373003,2.4490176E7,6859008.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1949,6.962833307683468,0.08800001628696918,2.6578656E7,2088480.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1950,7.035749955723683,0.07291664804021547,2.0899456E7,-5679200.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1951,7.0798332914710045,0.04408333574732115,2.3270064E7,2370608.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1952,6.19533349884053,-0.8844997926304741,2.20756E7,-1194464.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1953,6.78891662756602,0.5935831287254896,2.1720192E7,-355408.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1954,5.704499990679324,-1.0844166368866963,2.451216E7,2791968.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1955,5.869499891996384,0.16499990131706,2.9077504E7,4565344.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1956,5.195000006506841,-0.674499885489543,2.82128E7,-864704.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1957,6.69500000278155,1.4999999962747097,2.9187424E7,974624.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1958,6.568500025818746,-0.1264999769628048,2.8095552E7,-1091872.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1959,6.848749866088231,0.2802498402694855,2.7909904E7,-185648.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1960,6.527083446582158,-0.321666419506073,3.078448E7,2874576.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1961,7.185583358009656,0.6584999114274979,3.1824046E7,1039566.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1962,5.441000059247017,-1.744583298762639,3.3864984E7,2040938.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1963,5.650916610533993,0.20991655128697584,3.694906E7,3084076.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1964,6.2033332486947375,0.5524166381607447,3.8896436E7,1947376.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1965,5.637083308150371,-0.5662499405443668,3.8140552E7,-755884.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1966,6.873416659266998,1.2363333511166275,3.9208596E7,1068044.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1967,6.8381667137146,-0.035249945552398465,3.9915572E7,706976.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1968,6.379250044624011,-0.4589166690905886,4.229714E7,2381568.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1969,6.000333306690057,-0.3789167379339542,4.4638408E7,2341268.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1970,5.93483334283034,-0.06549996385971646,5.06317E7,5993292.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1971,6.449333329995473,0.5144999871651326,5.2069168E7,1437468.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1972,6.249833350380261,-0.1994999796152115,5.607134E7,4002172.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1973,6.213500007987022,-0.03633334239323904,6.001578E7,3944440.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1974,6.8914167409141855,0.6779167329271631,5.7294512E7,-2721268.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1975,6.897999954720338,0.006583213806152344,5.4214068E7,-3080444.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1976,6.41608327627182,-0.4819166784485178,5.820428E7,3990212.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1977,6.915999998648961,0.499916722377141,5.5994224E7,-2210056.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1978,5.786833359549443,-1.1291666390995179,5.7227136E7,1232912.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1979,6.403999974330266,0.6171666147808228,6.1322008E7,4094872.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1980,5.633583422750235,-0.7704165515800314,5.2025652E7,-9296356.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1981,6.503583361705144,0.8699999389549093,5.583368E7,3808028.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1982,6.918583258986473,0.41499989728132913,5.3566104E7,-2267576.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1983,7.187083353598912,0.2685000946124392,5.16691E7,-1897004.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1984,6.061833287278811,-1.1252500663201008,5.421496E7,2545860.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1985,5.923000107208888,-0.1388331800699234,5.4367248E7,152288.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1986,6.316916639606158,0.3939165323972702,5.372952E7,-637728.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1987,6.169500042994817,-0.14741659661134143,5.7374956E7,3645436.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1988,7.082166749984026,0.9126667069892092,5.2938384E7,-4436572.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1989,7.372416575749715,0.2902498257656889,5.3697488E7,759104.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1990,7.344000021616618,-0.02841655413309674,6.2292228E7,8594740.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1991,6.357916663090388,-0.9860833585262299,6.5899676E7,3607448.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1992,7.615583276376128,1.25766661328574,6.043146E7,-5468216.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1993,6.858666668335597,-0.7569166080405312,6.078774E7,356280.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1994,8.164916604757309,1.306249936421712,6.1190348E7,402608.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1995,6.846499986946583,-1.3184166178107262,6.4205952E7,3015604.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1996,5.863249947627385,-0.9832500393191976,6.7673888E7,3467936.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1997,7.025083298484485,1.1618333508570995,6.7453008E7,-220880.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1998,7.222749978303909,0.19766667981942465,6.7054364E7,-398644.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,1999,7.234250071148078,0.011500092844168641,6.5621004E7,-1433360.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,2000,8.084916609028975,0.8506665378808966,6.6261744E7,640740.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,2001,7.188916529528797,-0.8960000795001779,7.0390856E7,4129112.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,2002,7.915249923865001,0.726333394336204,7.2146536E7,1755680.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,2003,7.509333213170369,-0.40591671069463153,7.7764248E7,5617712.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,2004,6.906083355347316,-0.6032498578230534,7.8052544E7,288296.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,2005,6.609499995907147,-0.29658335944016834,7.936668E7,1314136.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,2006,7.277583262262245,0.6680832663550973,7.6688464E7,-2678216.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,2007,7.97650018086036,0.6989169185981154,7.403212E7,-2656344.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,2008,7.801916748285294,-0.1745834325750666,7.3806272E7,-225848.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,2009,7.616000026464462,-0.1859167218208313,6.7483056E7,-6323216.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,2010,6.649083216985066,-0.9669168094793958,7.2383144E7,4900088.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,2011,7.855583327511947,1.2065001105268802,7.0115672E7,-2267472.0
Austria,AUT,Europa,Europa Oeste,Desenvolvido,2012,7.611333439747493,-0.2442498877644539,6.76614E7,-2454272.0
Azerbaijan,AZE,Ásia,Ásia Oeste,Em desenvolvimento,1959,10.511333453158537,-1.1355831747253742,2.3124154E7,""
Azerbaijan,AZE,Ásia,Ásia Oeste,Em desenvolvimento,1960,11.737999846537909,1.2266663933793716,2.4075606E7,951452.0
Azerbaijan,AZE,Ásia,Ásia Oeste,Em desenvolvimento,1961,12.291999985774359,0.5540001392364502,2.4828176E7,752570.0
Azerbaijan,AZE,Ásia,Ásia Oeste,Em desenvolvimento,1962,12.499666651089987,0.20766666531562805,2.60581E7,1229924.0
Azerbaijan,AZE,Ásia,Ásia Oeste,Em desenvolvimento,1963,11.787666519482931,-0.7120001316070557,2.7945598E7,1887498.0
Azerbaijan,AZE,Ásia,Ásia Oeste,Em desenvolvimento,1964,10.802500061690807,-0.9851664577921238,2.9720144E7,1774546.0
Azerbaijan,AZE,Ásia,Ásia Oeste,Em desenvolvimento,1965,11.203083336353302,0.40058327466249466,3.1527244E7,1807100.0
Azerbaijan,AZE,Ásia,Ásia Oeste,Em desenvolvimento,1966,13.20283329486847,1.9997499585151672,3.3294286E7,1767042.0
Azerbaijan,AZE,Ásia,Ásia Oeste,Em desenvolvimento,1967,11.009666899840036,-2.193166395028433,3.4814004E7,1519718.0
